Category;body
autres-contributions;"En Inde, la Haute Cour de l'Etat d'Uttarakhand, à la frontière du Népal, a octroyé en 2017 le statut d'entités légales dotées de droits juridiques aux chaines de montagne de l'Himalaya et à leurs glaciers, aux rivières et cascades, aux forêts, aux zones humides ainsi qu'à l'air de cet état. Cette decision est un réel changement de paradigme qui permet à quiconque de se porter partie civile pour défendre les écosystèmes contribuant à la biodiversité et/ou à la limitation des émissions de gaz à effet de serre. En octroyant le statut d'entité légale aux écosystèmes, en particulier ceux qui captent du CO2 nous nous obligerions de facto, à prendre réellement en compte les dommages collatéraux de tout projet (Pour prendre un seul exemple, à Chambéry l'abattage de grands tilleuls en pleine santé en centre ville à été défendu sans succès et aurait surement pu être évité grace à ce statut)
www.livelaw.in/uttarakhand-hc-declaires-air-glaciers-forests- springs-waterfalls-etc-as-legal-persons/"
autres-contributions;"EGALITE
-toujours exiger 5min pour penser seul avant le travail de groupe(bienveillance/approfondir)
-exiger un responsable de l’écoute par groupe qui réparti la parole
-avoir support adapté à tous(illettrisme, tableau, courbe, vidéo..)
-exiger temps d’audition plus long
-exiger de préparer les questions avant l'audition
TRANSPARENCE
-diffuser sur internet les passations de consignes(plénières et ateliers)
-Publier les outils qui ne sont pas à l’écran(fiches, consignes..)
-publier la liste d’experts(mine, en ateliers..)
-transmettre tous les messages sans filtres
CHOIX D’INTERVENANTS
-erreurs/omissions dans des réponses(indépendance des avis?déclaration d’intérêt?)
-exiger des experts clairs/objectifs: sociologue, chercheur en énergie..
-exiger à entendre les professionnels de la transition
-exiger les scenarii d'organisations
MANQUES
-impacts d'aides qui peuvent défavoriser d’autres alternatives(ex: solaire)
-ACV
-effet rebond
PARTICIPATION DES CITOYENS
-limiter à 3x1500 caract. par thème manipule et empêche une vraie participation
-créer une boite mail pour contact direct
-mode de tirage inégalitaire et excluant(plusieurs téléphones=plus de chance d’être tiré, 0 téléphone=pas tiré)
-plateforme qui met un mois(deux sessions) à s’ouvrir!
-manque un thème: méthodologie de la CCC
RESSOURCES YOUTUBE
-Heu?reka(avec Des économistes et des hommes)
-ScienceEtonnante(biais cognitifs)
-Science4all(incentive/motivation à adopter un comportement)"
autres-contributions;"L’animation manque de professionnalisme, de préparations. Beaucoup d’erreurs peuvent êtres évitées : consignes noyées dans discours à rallonges, formulation peu claires(non préparées?), uniquement orales, différentes dans les ateliers(pour un même travail), supports non adaptés(à l'illettrisme, pour faciliter la lecture de courbes, tableaux), compléments multiples de consignes pendant le travail (pollution sonore), participants qui ne connaissent les modalités qu’au dernier moment. Où sont les fiches prep avec consignes écrites? La clarté envers les participants?Où sont les gestes pro connus de tous les instits?(faire redire les consignes autrement par un participant, les projeter pour les distraits, temps en individuel à chaque question pour laisser réfléchir tout le monde en silence…)

La mission de la convention n’est pas d’avoir des idées, mais de choisir parmi les options existantes lesquelles sont adaptées à notre société et à son futur. C’est donc une réponse politique qui est demandée, et non une réponse technique

Pourquoi ne pas leur transmettre une liste claire de toutes les options ?(+ impacts +/-)
Pourquoi tous les citoyens ne peuvent-ils pas proposer des idées sans limite de quantité ?
Pourquoi l’organisation fait elle autant d’erreurs sans que nous puissions l’améliorer en temps réel?
Avec de bonnes conditions la convention pourrait choisir ce qui lui semble le mieux"
autres-contributions;Réécrire nos règles comptables, qui ne sont que des conventions, de telle sorte qu’elles prennent enfin en compte nos impacts sur l’environnement et le climat, et obligent toute entité (publique, privée, associative...) à intégrer une « dotation aux amortissements » liée aux prélèvements sur les stocks de ressources naturelles non renouvelables (et renouvelables si au-delà des seuils de renouvellement) et une « provision pour risque » concernant les dommages futurs liés à la pollution engendrée par nos activités économiques (émission GES, rejet de produits toxiques...).
autres-contributions;"Rendre obligatoire au programme dès le CM1 une formation au climat 
Differents formats possibles:
- la fresque du climat
- le mois du climat avec une activité par semaine autour du climat:  ocean/alimentation végétarienne...
- 1 journée de formation parents/élèves
Objectif : prendre connaissance des enjeux pour en tirer des actions

Pour les plus jeunes (moins de 6 ans) - Activites de upcycling"
autres-contributions;Prevoir une taxe climat pour les entreprises ne faisant pas assez d'effort dans la reduction des emissions de Co2.
autres-contributions;Afin que la Convention  contribue  a augmenter  le niveau de connaissance et de sensibilisation de la population,  qu’elle puisse valoriser ses travaux, ’expliquer ses propositions  et favoriser leur appropriation, je propose que des réunions publiques soient organisées partout en France pendant les 6 mois après la convention. Les participants à la convention pourraient y participer et expliquer les mesures proposés.
autres-contributions;"Source : ""L'âge des low-techs"" Philippe Bihouix

Environ 30 à 40% des emplois dépendraient de la voiture, des constructeurs aux pipelines, raffineries, concessionnaires, les usines de production de matières (acier, aluminium, plastiques, caoutchouc, peintures, verre etc.), aux plates-formes logistiques. De plus, de sa fabrication à son 'recyclage', une immense quantité de métaux (non-renouvelables) sont utilisés et de GES émis. 

Ce qui veut dire (compte tenu du nombre de chômeurs), que si nous étions capables de partager correctement le temps de travail, et une fois le pays débarrassé en grande partie de la voiture, il ne resterait que deux à trois jours de travail par semaine, juste en économisant le travail généré par notre actuelle liberté motorisée."
autres-contributions;"Appliquer une TVA proportionnellement à un/des indicateur(s)particulier(s).
Par exemple dans le bâtiment:
Taxer à 5% les produits écologiques, locaux,gérés durablement, labélisés sérieusement et pour compenser le manque de recette,35 % les produits les plus polluants, energivores à fabriquer, transporter...
Applicable à tous les secteurs, avec une panoplie de différents indicateurs.
Tout cela dans un esprit de justice social évidement !"
autres-contributions;"Je trouve que les contributions citoyennes et que le travail des 150 représentants est de bonne qualité.

J'espère qu'il y aura un recueil des propositions faites à destination des :
- Particuliers.
- PME/ETI.
- Grands Groupes.
- Administrations.

Afin d'avoir ""une bible"" des trouvailles et réflexions afin de pouvoir diffuser et infuser dans société française. Nous pouvons tous dans notre vie de tous les jours à la maison, au travail, à l’extérieur adapter nos comportements encore faut il avoir quelque chose de facilement utilisable / compréhensible."
autres-contributions;"Il faut rétablir des haies partout : à la campagne, à la ville.

Pour la campagne, une concertation avec le milieu agricole est nécessaire pour rétablir ce qui a été défriché lors des démembrements. Cela doit se faire dans la continuité de l'évolution vers une agriculture de qualité environnementale, avec de plus petites exploitations et des subventions par travailleur et non plus par unité de surface. Il faut avoir en tête le rétablissement des continuités écologiques ainsi que la lutte contre l'érosion des sols et les inondations.

Pour la ville, les services des espaces verts doivent planter davantage de haies pour créer de l'ombrage l'été et un cadre de vie aux habitants. Il faut arrêter de planter de manière monospécifique et des essences non locales. Ainsi les espaces verts ne doivent utiliser que des végétaux issus de ressources génétiques locales (voir label ""végétal local""), et veiller à une bonne mixité des essences ainsi que leur intérêt pour les pollinisateurs sauvages et abeilles domestiques."
autres-contributions;"Tout d’abord, je vous conseille l’excellent ouvrage de Philippe Bihouix (Le Bonheur était pour Demain). Cet ingénieur philosophe, que je vous recommande en tant qu’expert à auditionner, explique notamment que le monde physique a des contraintes, à commencer par le besoin en ressources, que même les énergies renouvelables, comme les services numériques ont besoin d’elements chimiques (par ex des métaux, pour capter, convertir, stocker ces énergies), et que plus nous enrichissons nos objets, plus cela rend délicat le recyclage sans perte fonctionnelle, et donc plus on s’eloigne des possibilités de l’économie circulaire.
Il me semble que tout miser sur l’économie circulaire peut alors avoir pour conséquence de ne pas être suffisamment audacieux sur ce qu’il faudrait vraiment mettre en œuvre, à savoir une profonde remise en cause du système économique actuel, avec une forte regulation  du marché, c’est-à-direct limiter les mises sur le marché, pour pousser à diminuer les entreprises à mettre moins de produire. Cela veut dire accepter l’idée d’une baisse de PIB et de croissance, et donc de biens, de services, et peut-être de confort.
Bonnes réflexions, courage à vous!"
autres-contributions;"L'objectif ne pourra pas être atteint sans un état planificateur et rassembleur. La population doit être instruite des enjeux pour accepter une diminution indispensable de sa consommation carbonnée. Il faudrait donner rapidement des signaux forts et justes (touchant toute la population équitablement). Exemples: réduction de la vitesse à 110km/h sur autoroute. Interdiction de la publicité pour les voitures, compagnies aériennes, et plus généralement tous les produits qui émettent directement du CO2. 
Le gouvernement devra intervenir de façon volontariste et cohérente sur les secteurs concernant la mobilité, l'habitation, l'agriculture. Inciter par voie réglementaire ou fiscale les entreprises à participer à l'effort de réduction de GES..."
autres-contributions;"A— Faire comprendre que problème est gigantesque
Tout le monde va devoir se serrer la ceinture, moins consommer, pas seulement les plus riches

B— Définir et appliquer des normes fondées sur les émissions de gaz à effet de serre (poids des voitures)
Le prix ne freine pas les riches

C— Garantir la transparence des mesures des émissions
Experts indépendants, publication, échelles lisibles, étiquetage

D— Assurer la justice sociale économique
Répartir la baisse du niveau de vie : aides ou services peu coûteux pour les pauvres, impôts progressifs sur le revenu et sur le capital

E— Utiliser les taxes environnementales pour éliminer les énergies à effet de serre
En mesurer et en publier le résultat (autorité indépendante)

F— Donner une priorité à l’emploi
Moins consommer conduira à moins produire, à moins d’emplois, sauf certains (isolation)
A l’inverse, produire avec moins de machines, avec plus de travail humain, plus « à la main »
Renforcer les services d’assurance chômage et la formation aux nouveaux métiers
L’emploi en France réduit la part des importations, donc des émissions ailleurs

G— Investir dans des services de substitution des usages à réduire : transports, chauffage, services publics de partage (« un Blablacar citoyen »), buanderies communes dans les immeubles

H— Fermer les centrales à charbon, gaz, pétrole, conserver les centrales nucléaires

I— Une autorité (super-ministère ?) « émissions » qui arbitre les priorités"
autres-contributions;"Nous devons anticiper les flux migratoires, liés à la famine, aux guerres, au climat. C’est une nécessité absolue et si cette anticipation n’est pas faite, le problème de l’immigration ne pourra que se gérer dans la douleur. 
C’est une urgence humanitaire également et nous ne pouvons que nous enrichir, dans tous les sens du terme, de l’apport de nouveaux arrivants sur nos territoires.
Il faudrait favoriser l’implantation dans des milieux ruraux désertés et faire revivre la campagne, de population étrangère qui serait accompagnée, aidée financièrement et dont l’intégration dans notre République, dont une des trois devises est « Fraternité », est impérative."
autres-contributions;"""Il n'y a que l'amour pour nous sauver du réchauffement climatique"" Thich Nat Hanh. La résilience face aux défis à venir se fera par le collectif, grâce à l'intelligence collective, la solidarité, la coopération, l'entraide. Seulement nous sommes issus d'une culture patriarcale pyramidale du ''moi d'abord'' ancrée dans le culte de la personnalité, la réussite individuelle, la figure du sauveur providentiel... Aussi, pour nous occidentaux qui les avons bien souvent perdues, les clés du savoir être et du savoir faire en collectif se trouvent dans la restauration du lien. Un collectif, à l'image d'une forêt ou d'un écosystème, n'existe qu'à travers les liens qui le tissent. Sortir de l'individualisme, pouvoir mettre son intelligence, sa sensibilité, sa force au service d'une oeuvre collective, cela implique de (re)mettre le lien au coeur de l'existence. Comme l'évoque le sage bouddhiste Thich Nat Hanh, l'essence même du lien, c'est l'amour. Ce qui nous relie fondamentalement à l'autre, c'est un élan du coeur! Développer l'esprit collectif, prendre soin du collectif, c'est restaurer, soigner cultiver tous les liens qui le tissent. C'est seulement quand le collectif s'inscrit activement sur un tel chemin qu'il peut produire le cadre propice à l'émergence d'une intelligence collective créative et fructueuse comme au déploiement d'une gouvernance partagée efficiente, qu'il peut permettre l'épanouissement des individus qui le composent et servir positivement le monde."
autres-contributions;"Il me semble qu’il serait intéressant d’organiser une grande campagne de sensibilisation au problème du réchauffement climatique. Comme il a été fait pour la consommation d’alcool ou de tabac. Ce qui pourrait déboucher sur la règlementation suivante : imposer aux industriels peu scrupuleux d’apposer sur leurs produits la phrase : « Nuit gravement à la santé de la planète » (choisirons-nous d’y ajouter des images choc représentant l’extinction des espèces ?). 
Nous savons tous que le principal frein à l’amélioration de la situation écologique est le fait que certains dirigeants s’enrichissent sans se soucier du bilan carbone de leur activité, parfois en s’entendant secrètement avec des politiques. Qu’ils ouvrent les yeux. Il en va de l’avenir de leurs enfants, aussi."
autres-contributions;"Intégration de cours de sensibilisation écologique dans l'intégralité des cursus scolaires et notamment dans l'enseignement supérieur. 

Offrir une compréhension systémique, scientifique et exacte des enjeux autour du changement climatique afin que les orientations des étudiant.e.s et des futur.e.s dirigeant.e.s soient éclairées. 

Un support tel que La Fresque du Climat pourrait être utilisé, en guise de première approche globale."
autres-contributions;"Les chaînes de télévision fonctionnent h24, 7j sur 7, 12 mois sur 12. C'est quand même dingue. Ca veut dire que si on s'ennuie, on peut toujours avoir quelque chose à faire : regarder la télévision. Quand on voit le nombre de programmes ahurissants... 

Bref, les sciences de l'éducation ont montré que l'ennui est un temps nécessaire au développement du cerveau notamment chez les enfants. Après on se demande pourquoi la société ou la jeunesse évolue comme ça...

La proposition est la suivante : programmer des journées ""zéro télé"" où les chaînes de télévisions seraient coupées, pour les urgences, la radio prendrait le relai. Les scanners ou autre outils utiles fonctionneraient bien évidemment. 
Les enfants notamment devrait trouver autre chose pour s'occuper, et découvriraient le plaisir de rentrer dans la maison chaude après avoir joué dehors dans le froid en hiver. Dans la pratique, il faudrait trouver un moyen plus efficace car avec le streaming, les blueray etc, l'efficacité serait sûrement limitée avec les mesures que j'ai détaillé plus haut."
autres-contributions;"Tout pays, soit qui sort de l'Accord de Paris (comme les Etats-Unis), soit qui ne respecte manifestement pas ses INDC (comme le Brésil), devrait se voir imposer une taxe carbone punitive aux frontières de l'Europe, quitte à déclencher une ""guerre"" économique afin de l'isoler économiquement et diplomatiquement. Cette résolution n'est pas dans l'Accord de Paris, mais rien n'empêche de l'appliquer unilatéralement. De toute façon, des clauses de l'OMC peuvent être invoquées pour l'appuyer. Et au cas où l'OMC s'y opposerait, il vaut mieux menacer l'OMC de disparition que le climat et les espèces de la planète."
autres-contributions;Différentes collectivités financent la création de maison écocitoyenne, de l'écocitoyenneté active, du développement durable ou de l'écologie, de la biodiversité... L'existence de tels lieux doit être rendue obligatoire dans les collectivités de plus de 10 000 habitants par exemple. Cela permettra de favoriser le cheminement pas à pas des citoyens sur le chemin de la transition, par des ateliers zéro déchets, zéro achats ou zéro pertubateurs endocriniens...entre acteurs, habitants, et pour toutes les générations. Les financements sont faciles à mobiliser en supprimant par exemple toutes les niches fiscales défavorables au climat et autres choix d'investissement climaticides !
autres-contributions;"Il s'agit de punir les personnes ou les organisations qui agiraient intentionnellement afin de contribuer de manière déloyale ou excessive ou non justifiée au réchauffement climatique (soit en émettant une quantité importante de GES, soit en supprimant ou perturbant les puits de carbone). Pourraient être ainsi poursuivies les organisations qui maquillent leurs comptes carbone et cachent des sources de GES (comme les fuites de méthane ou les gaspillages de ressources fossiles), qui cachent la vérité sur la crise climatique en cours, qui contribuent à détruire des forêts de manière inutile, qui vantent du charbon ""propre"", qui affichent des plans trompeurs de réduction d'émissions de GES, etc."
autres-contributions;"La pire chose qui pourrait aboutir de la transition ce serait que la réduction chez nous soit en fait une évasion carbone. Il n’y aurait pas de bénéfice réel pour la pollution et notre économie serait négativement impactée. Que les contraintes/taxes mises en place aboutissent à une délocalisation des industries les plus émettrices est un vrai problème à résoudre si l’on veut pouvoir taxer/contraindre équitablement tous les secteurs. Imposer une compensation aux frontières est la seule solution pour que nos exportations ne soient pas défavorisées et que les importations ne soient pas déloyale.
Mais ça ne peut être fait qu’au niveau Européen, en remettant en questions les accords commerciaux (OMC ou de libre échange) si nécessaire. Déterminer le prix de la taxe à imposer par catégorie de produit risque d’être très difficile. Trump nous a quand même montré la voie en adoptant unilatéralement toute une série de taxe. Le point positif est que ces taxes pourraient résulter en une motivation pour les autres pays à s’aligner sur cette taxation pour conserver une sorte de libre-échange.
Pourtant si on ne le fait pas, on peut juste oublier toute contrainte/taxe sérieuse. Ce qui est sûr c’est que c’est pas avec un quota a 25€ la tonne (7 centimes du litre de carburant) que l’on va faire sérieusement changer les choses."
autres-contributions;"J’ai fait un rêve…

20 heures 02, Journal télévisé oblige, sur le perron du Palais, la nouvelle Secrétaire générale de l’Elysée, qui a succédé à la longue série de croque-morts que la Présidence nous inflige depuis 1958, déroule son parchemin devant les caméras et les micros.
« Sur la proposition du Premier ministre, le Président de la République a nommé :
X…vice Premier ministre, chargé de la veille écologique et environnementale,
Y…ministre d’Etat, garde des sceaux, ministre de la justice,
Z…ministre d’Etat, ministre des finances publiques…
J’aimerais pouvoir me réveiller et applaudir à cette nouvelle hiérarchie gouvernementale qui consacre comme priorité de notre temps l’écologie et l’environnement et revient à la tradition républicaine, remettant à leur place et dans le bon ordre la loi et les finances. Et tout ceci n’est pas qu’un changement de terminologie."
autres-contributions;"L'idée est issue du lobby climatique des citoyens : 
Tant qu’il n’existe pas au niveau européen de quotas efficaces, nous revendiquons une taxe nationale sur toutes les productions et importations de combustibles fossiles comme mesure de transition. C’est le meilleur moyen en rapport coût-efficacité pour réaliser les objectifs de réduction d’émissions français.  C'est également le moyen de promouvoir une solution au niveau européen à plus long terme.

Puis redistribuer et répartir équitablement le revenu de cette taxe.
Taxer aux frontières pour éviter la ""fuite carbone""."
autres-contributions;"En plus de la fraude / optimisation fiscale qu'il faut regler il faudrait peut etre aussi regler le problème de justice fiscale

Le projet de reduction carbone pour etre realisable va necessiter de l'argent et du budget. il est peut etre temps d'assurer la survie de tous en supprimant une partie du confort des très riches en suivant une regle similaire a celle-ci par exemple (en résumé TEE = 10% par tranche de 10 000€ a partir de 20 000€ de revenus mensuel net (tout revenu confondu comme les actions, l'immobilier etc) pour un maximum de 50% de taxe):

TEEU = ((revenu net mensuel / 10 000) x 10) = Coefficient d'imposition en % (<90%) pour tout salaire supérieur a 10 000 / mois (l'impot s'applique uniquement a la somme depassant les 10k€ -->X - 10 000)

exemple pour un revenu mensuel net de 35 000€
TEEU = ((35 000 / 10 000) x 10) = 35%
on paye : 
35 000 - [10 000 + (25 000 x 0.65)] 
= 35 000 - 26 250 = 8750€ de TEEU/mois
 
Les très riches gardent un confort de vie très raisonnable (forcement superieure a 10k€ net/mois) et l'argent de cet impot serait exclusivement consacré aux objectifs zero émission.

les 700 000 plus riches devrait payer en moyenne 5000€/mois ca nous ferait un budget annuel supplémentaire de 42 milliards d'€ soit largement de quoi mettre en place n'importe quelle mesure environnementale bien concrete et reelle"
autres-contributions;"Les champs électromagnétiques pulsés (téléphones portables, antennes relais, wifi, compteurs communicants, 5G) ont considérablement augmentés ces dernières années. Il n'existe aucune étude aujourd’hui démontrant l’innocuité de ces champs électromagnétiques et notamment de la 5G.

Les études scientifiques et non les simples avis montrent des effets biologiques, sur le court et le long terme et notamment sur le développement des maladies dégénératives, des maladies tumorales et sur les troubles du spectre autistique . L'heure n'est plus à l’étude scientifique mais à la prise de décision et à l'application du principe de précaution. 

Propositions:
informations locales des populations portant sur les risques et sur les comportements. 
maitrise locale aujourd'hui retirée par la loi (mairies, assemblées locales consultatives)  portant sur le  développement ou pas des systèmes de communications sans fil (antennes relais, compteurs communicants, 5G).
imposer la fibre optique comme solution partout ou cela est possible.
interdiction des systèmes de communications sans fils dans les écoles, dans les maternités.
refuser une couverture totale du territoire par les systèmes de communications sans fil et aménager des zones refuges pour les personnes déjà en souffrance.
redéfinir  et appliquer de nouvelles normes sanitaires a l'échelle européenne"
autres-contributions;"Depuis le début de la Convention Citoyenne vous êtes nombreux à vous poser la question de savoir si les politiques vont suivre vos recommandations.
Je vous propose de vous organiser en groupe de pression pérenne (ONG, association, lobby) qui pourra porter sur le long terme les proposition de la convention auprès des politiques et faire le bilan sur les mesure proposées, adoptés et appliquées."
autres-contributions;"Diminution des GES  = décroissance de notre PIB.

Il n'est pas possible de décolérer le PIB de la consommation d'énergie et donc inexorablement de l'émission des GES.

Si nous voulons diviser par 4 nos émissions de GES d'ici 2050, nous devrons obligatoirement programmer une décroissance sectorisée et choisie.

Ceci entraînera donc des efforts importants de transformation de notre société de consommation pour chaque citoyen.

Si nous voulons que ces efforts soient consentis par l'ensemble des citoyens, il faut en parallèle que nous réduisons drastiquement les inégalités.

Ça ne me dérange pas de serrer la ceinture, si mon voisin, mon patron, mon président ne se vautrent pas dans une débauche de consommation et de concentration des richesses.

Une échelle des salaires maximale doit être instaurée progressivement par RIC:

En 2020: proposition d'une échelle de 1 à 50 / 2022: 1 à 25 /2024: 1 à 20 / 2026: 1 à 10

La progressivité est primordiale car en Suisse, le peuple à refuser la votation proposant d'instaurer une échelle de salaire de 1 à 12 en 2013.

Aucun gilet jaune n'acceptera (à raison) les nouvelles contraintes liées à la lutte contre le réchauffement climatique si en parallèle un signal fort de réduction des inégalités n'est pas instauré dans notre société.

Bénéfices : acceptabilité des nouvelles réformes, justice sociale, répartition des richesses

Décroissance : https://urlz.fr/b65V
Echelle des salaires: https://urlz.fr/b661"
autres-contributions;"Comment voulez-vous que des mesures qui réduisent drastiquement l’achat de grosses voitures ou du dernier smartphone dernier cri,  les voyages internationaux (par avions) soient acceptables par la population si on vendre que c’est le plus important pour réussir sa vie ?
La publicité est le cœur du système consumériste actuel, l’objectif est de créer le besoin afin de vendre des produits. Et donc aussi créer la frustration à tous ceux qui ne peuvent pas se le payer.
La publicité ne nous apporte strictement rien, si ce n’est d’augmenter le PIB par la surconsommation. Ne pas s’occuper de ce problème, c’est abandonner tout espoir de réussite.
Les médias actuels étant majoritairement dépendant de la publicité, ce sujet ne fait que très peu partie du débat médiatique. Et ce n’est certainement pas le politique qui va se risquer à en faire un point de campagne car il y a bien trop d’intérêt économiques en jeu (contre) alors que les citoyens ne sont pas demandeurs (ni aucune autre partie d’ailleurs, même pas les mouvements écolo) vu que les médias n’en parlent pas. A part vous, il n’y a pas grand monde qui a vraiment envie de résoudre ce problème.
Attention de ne pas pénaliser les acteurs nationaux et de prévoir des mesures d'accompagnement pour les médias. 
Mais au final, la publicité coûte très cher au consommateur car elle se retrouve dans le prix, c'est plus économique de sponsoriser directement les médias."
autres-contributions;"Chaque projet d'investissement, qu'il soit porté par un organisme public ou privé, devrait faire l'objet d'un audit complet sur ses aspects énergétiques et d'émissions de GES. 
Je propose de rendre obligatoire un tel audit lors de phases d'étude de chaque projet d'investissement au delà d'un certain montant critique à définir selon le secteur d'activité.
Pour les collectivités et organismes publiques, cet audit serait communiqué publiquement et notamment relayé lors des phases de concertation avec les citoyens.
Pour les projets d'investissement privés, l'audit serait remis à la DRIRE / DREAL pour avis et validation."
autres-contributions;"Abandonner la publicité pour les voyages aériens car elle suscite des besoins néfastes pour le climat donc pour l'humanité même si au niveau individuel il est ressenti comme un développement personnel. 
Tout comme on interdit la publicité du tabac ou des commerces sexuels pour protéger la société. 
Le coût sera sensible pour les acteurs de cette économie, mais la cause est majeure."
autres-contributions;"Taxer les voyages afin de freiner le développement des vols (comme on taxe la consommation du tabac néfaste pour la société) en instaurant 
 * des couts fixes pour pénaliser le développement de vols courts car ils sont néfastes par la quantité de kérosène consommée au cours du décollage. 
 * des couts proportionnels pour renchérir les vols longs."
autres-contributions;"La population mondiale étant concernée, il parait illusoire et surtout incongru de demander des efforts ou tout changement de comportement à une partie (importante) d'entre-elle qui a déjà du mal à se nourrir et se loger.
Alors commençons par réduire les inégalités en mettant tout en oeuvre pour subvenir aux besoins vitaux de base.
Cette démarche devrait contribuer en partie à notre noble cause.
Une autre piste à creuser : la publicité numérique (Internet, TV et autres spams..) semble responsable de 2 voir 3 % de la pollution mondiale...il faut bien climatiser les serveurs géants ""nécessaires"" à ce trafic superflu !!!"
autres-contributions;"On aura beau dire ce que l'on veut sur cette page. Les 150 françaises et français tirés au sort auront beau mettre toute leur énergie lors des week-end successifs. 

Il faut que tous, nous soyons entendu ! 

Cette convention est une chance pour la France, elle peut recréer du lien, redonner confiance en la démocratie. Elle peut permettre une nouvelle forme de démocratie. Il faut qu'elle soit le début d'un changement profond de notre système actuel. 

Il faut qu'elle soit approuvé par le peuple par référendum. La question de l'entrée dans la constitution de la préservation de l'environnement et de la biodiversité doit être voté par référendum. Dans le même temps, les moyens nécessaires (humains, d'organisation, financier) doivent être mis en place pour cette protection du vivant et de notre planète ! 

Cela marquera le monde, cela entrera dans l'Histoire ! Il ne faut pas s'en priver et avancer ! 

Les contributions qui sortiront de cette convention doivent être mis en place en lien avec nos institutions au plus vite ! 

Soyez audacieux, soyons ambitieux !"
autres-contributions;"La proposition qui suit a plusieurs objectifs. L'un est de créer un lieu où les citoyens peuvent se retrouver pour se connaître et ainsi faciliter l'entraide, et pour collectivement réfléchir aux mesures qu'ils pourraient prendre ou proposer pour atténuer et s'adapter au changement climatique. Un autre est de réduire la consommation d'objets en en partageant l'usage pour certains, en en facilitant la réparation pour d'autres, ou en en facilitant l'échange. Un autre encore est de permettre l'organisation d'achat local de nourriture, en facilitant le lien entre consommateurs et agriculteurs locaux. Un autre pourrait être de limiter l'autosolisme en mutualisant les trajets, grâce à un développement de l'interconnaissance.
La proposition est, dans chaque commune, ou dans chaque quartier pour les plus grandes, de mettre à disposition un lieu de convivialité, type café associatif, destiné à partage informations, savoirs, savoirs-faire et matériels ou moyens de transports, à faciliter la commande collective de produits locaux et l'accès à des artisans et lieux de réparation.
Un préalable est la création de conseils citoyens pour définir le projet de façon précise et adaptée à la situation locale,, puis d'associations de citoyens pour le gérer."
autres-contributions;"Proposition de référendum universel proclamant l'abolition de l'argent

(Le texte de cette proposition étant un peu trop long - bien que env. 1/2 page - , voir le détail et qq éléments d'explication sur ce blog : )

https://passeport.ants.gouv.fr/Services-associes/Ou-en-est-mon-passeport-CNI"
autres-contributions;"Bonjour,

A tout hasard donc,
voici pour synthétiser, 
le Concept Dit Zident...

http://www.philippe-laffont.net/LeConceptDitZidentA6.pdf

http://www.philippe-laffont.net/2019LeGrandDebat.pdf

Connaissez-vous, ne serait-ce qu'un équivalent théorique?

;-)

Philippe LAFFONT"
autres-contributions;"Bonjour,

A tout hasard donc,
voici pour synthétiser, 
le Concept Dit Zident...

http://www.philippe-laffont.net/LeConceptDitZidentA6.pdf

http://www.philippe-laffont.net/2019LeGrandDebat.pdf

Connaissez-vous, ne serait-ce qu'un équivalent théorique?

;-)

Philippe LAFFONT"
autres-contributions;Afin de réduire de manière significative les déplacements, les lieux de travail, commerces, les services publiques, doivent être beaucoup plus proches de l'habitation. Dans les villes moyennes et les grandes agglomérations, les commerces de bouche, les écoles doivent être à moins de 300m afin de pouvoir y aller à pied en moins de 5mn. Les zones de travail pourraient être à moins de 2km afin de pouvoir y aller à vélo. Les cheminements pour les piétons et les cyclistes doivent être sécurisés, agréables, et continus pour ces trajets de proximité pour les déplacements du quotidien. Enfin les zones de maraichage doivent être situés à proximité des villes au lieu de ces zones commerciales et zones d'activité. L'aménagement du territoire devrait avoir beaucoup plus de mixité pour notre bien être et notre environnement.
autres-contributions;"Bonjour,

Nous sommes le groupe BA13, un duo de musique pop-rock. Nos produits sont 100% artisanaux et locaux (entre Saint Etienne et Lyon).

Nous souhaitons apporter notre pierre à l'édifice avec deux morceaux qui traduisent notre souci écologique de longue date.

Le plus récent ""en vert et contre tout "" est un manifeste écolo-décroissant aux accents optimistes et combatifs.

https://www.youtube.com/watch?v=KCHivp5pB1M

""Elément Terre"" ressemble plus à une supplique pour la sauvegarde de notre paradis terrestre.

https://www.youtube.com/watch?v=DojXSsYTfAU

Si par hasard ces morceaux avaient du sens pour vous, vous pourriez les utiliser à votre guise.

Si tel était le cas, merci de nous en tenir informés.

Bon courage pour vos travaux de synthèse.

Cordialement.

les BA13 
Facebook: BA13 SuzeCata"
